path,key,dtype,example_value,is_github_api_url,fetch_status,error_message,depth
contributors_url.__api__[2],[2],dict,"{'login': 'wesm', 'id': 329591, 'node_id': 'MDQ6VXNlcjMyOTU5MQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/329591?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/wesm', 'html_url': 'https://github.com/wesm', 'followers_url': 'https://api.github.com/users/wesm/followers', 'following_url': 'https://api.github.com/users/wesm/following{/other_user}', 'gists_url': 'https://api.github.com/users/wesm/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/wesm/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/wesm/subscriptions', 'organizations_url': 'https://api.github.com/users/wesm/orgs', 'repos_url': 'https://api.github.com/users/wesm/repos', 'events_url': 'https://api.github.com/users/wesm/events{/privacy}', 'received_events_url': 'https://api.github.com/users/wesm/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 3127}",False,,,1
contributors_url.__api__[3],[3],dict,"{'login': 'jorisvandenbossche', 'id': 1020496, 'node_id': 'MDQ6VXNlcjEwMjA0OTY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1020496?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jorisvandenbossche', 'html_url': 'https://github.com/jorisvandenbossche', 'followers_url': 'https://api.github.com/users/jorisvandenbossche/followers', 'following_url': 'https://api.github.com/users/jorisvandenbossche/following{/other_user}', 'gists_url': 'https://api.github.com/users/jorisvandenbossche/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jorisvandenbossche/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jorisvandenbossche/subscriptions', 'organizations_url': 'https://api.github.com/users/jorisvandenbossche/orgs', 'repos_url': 'https://api.github.com/users/jorisvandenbossche/repos', 'events_url': 'https://api.github.com/users/jorisvandenbossche/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jorisvandenbossche/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 1603}",False,,,1
contributors_url.__api__[4],[4],dict,"{'login': 'mroeschke', 'id': 10647082, 'node_id': 'MDQ6VXNlcjEwNjQ3MDgy', 'avatar_url': 'https://avatars.githubusercontent.com/u/10647082?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mroeschke', 'html_url': 'https://github.com/mroeschke', 'followers_url': 'https://api.github.com/users/mroeschke/followers', 'following_url': 'https://api.github.com/users/mroeschke/following{/other_user}', 'gists_url': 'https://api.github.com/users/mroeschke/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mroeschke/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mroeschke/subscriptions', 'organizations_url': 'https://api.github.com/users/mroeschke/orgs', 'repos_url': 'https://api.github.com/users/mroeschke/repos', 'events_url': 'https://api.github.com/users/mroeschke/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mroeschke/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 1521}",False,,,1
contributors_url.__api__[5],[5],dict,"{'login': 'phofl', 'id': 61934744, 'node_id': 'MDQ6VXNlcjYxOTM0NzQ0', 'avatar_url': 'https://avatars.githubusercontent.com/u/61934744?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/phofl', 'html_url': 'https://github.com/phofl', 'followers_url': 'https://api.github.com/users/phofl/followers', 'following_url': 'https://api.github.com/users/phofl/following{/other_user}', 'gists_url': 'https://api.github.com/users/phofl/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/phofl/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/phofl/subscriptions', 'organizations_url': 'https://api.github.com/users/phofl/orgs', 'repos_url': 'https://api.github.com/users/phofl/repos', 'events_url': 'https://api.github.com/users/phofl/events{/privacy}', 'received_events_url': 'https://api.github.com/users/phofl/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 1132}",False,,,1
contributors_url.__api__[6],[6],dict,"{'login': 'TomAugspurger', 'id': 1312546, 'node_id': 'MDQ6VXNlcjEzMTI1NDY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1312546?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/TomAugspurger', 'html_url': 'https://github.com/TomAugspurger', 'followers_url': 'https://api.github.com/users/TomAugspurger/followers', 'following_url': 'https://api.github.com/users/TomAugspurger/following{/other_user}', 'gists_url': 'https://api.github.com/users/TomAugspurger/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/TomAugspurger/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/TomAugspurger/subscriptions', 'organizations_url': 'https://api.github.com/users/TomAugspurger/orgs', 'repos_url': 'https://api.github.com/users/TomAugspurger/repos', 'events_url': 'https://api.github.com/users/TomAugspurger/events{/privacy}', 'received_events_url': 'https://api.github.com/users/TomAugspurger/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 655}",False,,,1
contributors_url.__api__[7],[7],dict,"{'login': 'simonjayhawkins', 'id': 13159005, 'node_id': 'MDQ6VXNlcjEzMTU5MDA1', 'avatar_url': 'https://avatars.githubusercontent.com/u/13159005?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/simonjayhawkins', 'html_url': 'https://github.com/simonjayhawkins', 'followers_url': 'https://api.github.com/users/simonjayhawkins/followers', 'following_url': 'https://api.github.com/users/simonjayhawkins/following{/other_user}', 'gists_url': 'https://api.github.com/users/simonjayhawkins/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/simonjayhawkins/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/simonjayhawkins/subscriptions', 'organizations_url': 'https://api.github.com/users/simonjayhawkins/orgs', 'repos_url': 'https://api.github.com/users/simonjayhawkins/repos', 'events_url': 'https://api.github.com/users/simonjayhawkins/events{/privacy}', 'received_events_url': 'https://api.github.com/users/simonjayhawkins/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 628}",False,,,1
contributors_url.__api__[8],[8],dict,"{'login': 'cpcloud', 'id': 417981, 'node_id': 'MDQ6VXNlcjQxNzk4MQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/417981?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/cpcloud', 'html_url': 'https://github.com/cpcloud', 'followers_url': 'https://api.github.com/users/cpcloud/followers', 'following_url': 'https://api.github.com/users/cpcloud/following{/other_user}', 'gists_url': 'https://api.github.com/users/cpcloud/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/cpcloud/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/cpcloud/subscriptions', 'organizations_url': 'https://api.github.com/users/cpcloud/orgs', 'repos_url': 'https://api.github.com/users/cpcloud/repos', 'events_url': 'https://api.github.com/users/cpcloud/events{/privacy}', 'received_events_url': 'https://api.github.com/users/cpcloud/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 607}",False,,,1
contributors_url.__api__[9],[9],dict,"{'login': 'rhshadrach', 'id': 45562402, 'node_id': 'MDQ6VXNlcjQ1NTYyNDAy', 'avatar_url': 'https://avatars.githubusercontent.com/u/45562402?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rhshadrach', 'html_url': 'https://github.com/rhshadrach', 'followers_url': 'https://api.github.com/users/rhshadrach/followers', 'following_url': 'https://api.github.com/users/rhshadrach/following{/other_user}', 'gists_url': 'https://api.github.com/users/rhshadrach/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rhshadrach/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rhshadrach/subscriptions', 'organizations_url': 'https://api.github.com/users/rhshadrach/orgs', 'repos_url': 'https://api.github.com/users/rhshadrach/repos', 'events_url': 'https://api.github.com/users/rhshadrach/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rhshadrach/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 508}",False,,,1
contributors_url.__api__[10],[10],dict,"{'login': 'tuhinsharma121', 'id': 6801780, 'node_id': 'MDQ6VXNlcjY4MDE3ODA=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6801780?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/tuhinsharma121', 'html_url': 'https://github.com/tuhinsharma121', 'followers_url': 'https://api.github.com/users/tuhinsharma121/followers', 'following_url': 'https://api.github.com/users/tuhinsharma121/following{/other_user}', 'gists_url': 'https://api.github.com/users/tuhinsharma121/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/tuhinsharma121/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/tuhinsharma121/subscriptions', 'organizations_url': 'https://api.github.com/users/tuhinsharma121/orgs', 'repos_url': 'https://api.github.com/users/tuhinsharma121/repos', 'events_url': 'https://api.github.com/users/tuhinsharma121/events{/privacy}', 'received_events_url': 'https://api.github.com/users/tuhinsharma121/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 478}",False,,,1
contributors_url.__api__[11],[11],dict,"{'login': 'gfyoung', 'id': 9273653, 'node_id': 'MDQ6VXNlcjkyNzM2NTM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/9273653?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/gfyoung', 'html_url': 'https://github.com/gfyoung', 'followers_url': 'https://api.github.com/users/gfyoung/followers', 'following_url': 'https://api.github.com/users/gfyoung/following{/other_user}', 'gists_url': 'https://api.github.com/users/gfyoung/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/gfyoung/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/gfyoung/subscriptions', 'organizations_url': 'https://api.github.com/users/gfyoung/orgs', 'repos_url': 'https://api.github.com/users/gfyoung/repos', 'events_url': 'https://api.github.com/users/gfyoung/events{/privacy}', 'received_events_url': 'https://api.github.com/users/gfyoung/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 460}",False,,,1
contributors_url.__api__[12],[12],dict,"{'login': 'topper-123', 'id': 26364415, 'node_id': 'MDQ6VXNlcjI2MzY0NDE1', 'avatar_url': 'https://avatars.githubusercontent.com/u/26364415?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/topper-123', 'html_url': 'https://github.com/topper-123', 'followers_url': 'https://api.github.com/users/topper-123/followers', 'following_url': 'https://api.github.com/users/topper-123/following{/other_user}', 'gists_url': 'https://api.github.com/users/topper-123/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/topper-123/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/topper-123/subscriptions', 'organizations_url': 'https://api.github.com/users/topper-123/orgs', 'repos_url': 'https://api.github.com/users/topper-123/repos', 'events_url': 'https://api.github.com/users/topper-123/events{/privacy}', 'received_events_url': 'https://api.github.com/users/topper-123/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 423}",False,,,1
contributors_url.__api__[13],[13],dict,"{'login': 'sinhrks', 'id': 1696302, 'node_id': 'MDQ6VXNlcjE2OTYzMDI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1696302?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/sinhrks', 'html_url': 'https://github.com/sinhrks', 'followers_url': 'https://api.github.com/users/sinhrks/followers', 'following_url': 'https://api.github.com/users/sinhrks/following{/other_user}', 'gists_url': 'https://api.github.com/users/sinhrks/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/sinhrks/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/sinhrks/subscriptions', 'organizations_url': 'https://api.github.com/users/sinhrks/orgs', 'repos_url': 'https://api.github.com/users/sinhrks/repos', 'events_url': 'https://api.github.com/users/sinhrks/events{/privacy}', 'received_events_url': 'https://api.github.com/users/sinhrks/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 409}",False,,,1
contributors_url.__api__[14],[14],dict,"{'login': 'MarcoGorelli', 'id': 33491632, 'node_id': 'MDQ6VXNlcjMzNDkxNjMy', 'avatar_url': 'https://avatars.githubusercontent.com/u/33491632?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/MarcoGorelli', 'html_url': 'https://github.com/MarcoGorelli', 'followers_url': 'https://api.github.com/users/MarcoGorelli/followers', 'following_url': 'https://api.github.com/users/MarcoGorelli/following{/other_user}', 'gists_url': 'https://api.github.com/users/MarcoGorelli/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/MarcoGorelli/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/MarcoGorelli/subscriptions', 'organizations_url': 'https://api.github.com/users/MarcoGorelli/orgs', 'repos_url': 'https://api.github.com/users/MarcoGorelli/repos', 'events_url': 'https://api.github.com/users/MarcoGorelli/events{/privacy}', 'received_events_url': 'https://api.github.com/users/MarcoGorelli/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 340}",False,,,1
contributors_url.__api__[15],[15],dict,"{'login': 'WillAyd', 'id': 609873, 'node_id': 'MDQ6VXNlcjYwOTg3Mw==', 'avatar_url': 'https://avatars.githubusercontent.com/u/609873?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/WillAyd', 'html_url': 'https://github.com/WillAyd', 'followers_url': 'https://api.github.com/users/WillAyd/followers', 'following_url': 'https://api.github.com/users/WillAyd/following{/other_user}', 'gists_url': 'https://api.github.com/users/WillAyd/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/WillAyd/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/WillAyd/subscriptions', 'organizations_url': 'https://api.github.com/users/WillAyd/orgs', 'repos_url': 'https://api.github.com/users/WillAyd/repos', 'events_url': 'https://api.github.com/users/WillAyd/events{/privacy}', 'received_events_url': 'https://api.github.com/users/WillAyd/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 340}",False,,,1
contributors_url.__api__[16],[16],dict,"{'login': 'adamklein', 'id': 869232, 'node_id': 'MDQ6VXNlcjg2OTIzMg==', 'avatar_url': 'https://avatars.githubusercontent.com/u/869232?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/adamklein', 'html_url': 'https://github.com/adamklein', 'followers_url': 'https://api.github.com/users/adamklein/followers', 'following_url': 'https://api.github.com/users/adamklein/following{/other_user}', 'gists_url': 'https://api.github.com/users/adamklein/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/adamklein/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/adamklein/subscriptions', 'organizations_url': 'https://api.github.com/users/adamklein/orgs', 'repos_url': 'https://api.github.com/users/adamklein/repos', 'events_url': 'https://api.github.com/users/adamklein/events{/privacy}', 'received_events_url': 'https://api.github.com/users/adamklein/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 327}",False,,,1
contributors_url.__api__[17],[17],dict,"{'login': 'datapythonista', 'id': 10058240, 'node_id': 'MDQ6VXNlcjEwMDU4MjQw', 'avatar_url': 'https://avatars.githubusercontent.com/u/10058240?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/datapythonista', 'html_url': 'https://github.com/datapythonista', 'followers_url': 'https://api.github.com/users/datapythonista/followers', 'following_url': 'https://api.github.com/users/datapythonista/following{/other_user}', 'gists_url': 'https://api.github.com/users/datapythonista/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/datapythonista/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/datapythonista/subscriptions', 'organizations_url': 'https://api.github.com/users/datapythonista/orgs', 'repos_url': 'https://api.github.com/users/datapythonista/repos', 'events_url': 'https://api.github.com/users/datapythonista/events{/privacy}', 'received_events_url': 'https://api.github.com/users/datapythonista/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 275}",False,,,1
contributors_url.__api__[18],[18],dict,"{'login': 'jtratner', 'id': 1598379, 'node_id': 'MDQ6VXNlcjE1OTgzNzk=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1598379?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jtratner', 'html_url': 'https://github.com/jtratner', 'followers_url': 'https://api.github.com/users/jtratner/followers', 'following_url': 'https://api.github.com/users/jtratner/following{/other_user}', 'gists_url': 'https://api.github.com/users/jtratner/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jtratner/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jtratner/subscriptions', 'organizations_url': 'https://api.github.com/users/jtratner/orgs', 'repos_url': 'https://api.github.com/users/jtratner/repos', 'events_url': 'https://api.github.com/users/jtratner/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jtratner/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 250}",False,,,1
contributors_url.__api__[19],[19],dict,"{'login': 'changhiskhan', 'id': 759245, 'node_id': 'MDQ6VXNlcjc1OTI0NQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/759245?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/changhiskhan', 'html_url': 'https://github.com/changhiskhan', 'followers_url': 'https://api.github.com/users/changhiskhan/followers', 'following_url': 'https://api.github.com/users/changhiskhan/following{/other_user}', 'gists_url': 'https://api.github.com/users/changhiskhan/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/changhiskhan/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/changhiskhan/subscriptions', 'organizations_url': 'https://api.github.com/users/changhiskhan/orgs', 'repos_url': 'https://api.github.com/users/changhiskhan/repos', 'events_url': 'https://api.github.com/users/changhiskhan/events{/privacy}', 'received_events_url': 'https://api.github.com/users/changhiskhan/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 246}",False,,,1
contributors_url.__api__[20],[20],dict,"{'login': 'lithomas1', 'id': 47963215, 'node_id': 'MDQ6VXNlcjQ3OTYzMjE1', 'avatar_url': 'https://avatars.githubusercontent.com/u/47963215?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/lithomas1', 'html_url': 'https://github.com/lithomas1', 'followers_url': 'https://api.github.com/users/lithomas1/followers', 'following_url': 'https://api.github.com/users/lithomas1/following{/other_user}', 'gists_url': 'https://api.github.com/users/lithomas1/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/lithomas1/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/lithomas1/subscriptions', 'organizations_url': 'https://api.github.com/users/lithomas1/orgs', 'repos_url': 'https://api.github.com/users/lithomas1/repos', 'events_url': 'https://api.github.com/users/lithomas1/events{/privacy}', 'received_events_url': 'https://api.github.com/users/lithomas1/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 245}",False,,,1
contributors_url.__api__[21],[21],dict,"{'login': 'lukemanley', 'id': 8519523, 'node_id': 'MDQ6VXNlcjg1MTk1MjM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/8519523?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/lukemanley', 'html_url': 'https://github.com/lukemanley', 'followers_url': 'https://api.github.com/users/lukemanley/followers', 'following_url': 'https://api.github.com/users/lukemanley/following{/other_user}', 'gists_url': 'https://api.github.com/users/lukemanley/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/lukemanley/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/lukemanley/subscriptions', 'organizations_url': 'https://api.github.com/users/lukemanley/orgs', 'repos_url': 'https://api.github.com/users/lukemanley/repos', 'events_url': 'https://api.github.com/users/lukemanley/events{/privacy}', 'received_events_url': 'https://api.github.com/users/lukemanley/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 225}",False,,,1
contributors_url.__api__[22],[22],dict,"{'login': 'twoertwein', 'id': 6618166, 'node_id': 'MDQ6VXNlcjY2MTgxNjY=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6618166?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/twoertwein', 'html_url': 'https://github.com/twoertwein', 'followers_url': 'https://api.github.com/users/twoertwein/followers', 'following_url': 'https://api.github.com/users/twoertwein/following{/other_user}', 'gists_url': 'https://api.github.com/users/twoertwein/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/twoertwein/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/twoertwein/subscriptions', 'organizations_url': 'https://api.github.com/users/twoertwein/orgs', 'repos_url': 'https://api.github.com/users/twoertwein/repos', 'events_url': 'https://api.github.com/users/twoertwein/events{/privacy}', 'received_events_url': 'https://api.github.com/users/twoertwein/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 221}",False,,,1
contributors_url.__api__[23],[23],dict,"{'login': 'ShaharNaveh', 'id': 50263213, 'node_id': 'MDQ6VXNlcjUwMjYzMjEz', 'avatar_url': 'https://avatars.githubusercontent.com/u/50263213?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ShaharNaveh', 'html_url': 'https://github.com/ShaharNaveh', 'followers_url': 'https://api.github.com/users/ShaharNaveh/followers', 'following_url': 'https://api.github.com/users/ShaharNaveh/following{/other_user}', 'gists_url': 'https://api.github.com/users/ShaharNaveh/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ShaharNaveh/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ShaharNaveh/subscriptions', 'organizations_url': 'https://api.github.com/users/ShaharNaveh/orgs', 'repos_url': 'https://api.github.com/users/ShaharNaveh/repos', 'events_url': 'https://api.github.com/users/ShaharNaveh/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ShaharNaveh/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 206}",False,,,1
contributors_url.__api__[24],[24],dict,"{'login': 'attack68', 'id': 24256554, 'node_id': 'MDQ6VXNlcjI0MjU2NTU0', 'avatar_url': 'https://avatars.githubusercontent.com/u/24256554?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/attack68', 'html_url': 'https://github.com/attack68', 'followers_url': 'https://api.github.com/users/attack68/followers', 'following_url': 'https://api.github.com/users/attack68/following{/other_user}', 'gists_url': 'https://api.github.com/users/attack68/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/attack68/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/attack68/subscriptions', 'organizations_url': 'https://api.github.com/users/attack68/orgs', 'repos_url': 'https://api.github.com/users/attack68/repos', 'events_url': 'https://api.github.com/users/attack68/events{/privacy}', 'received_events_url': 'https://api.github.com/users/attack68/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 203}",False,,,1
contributors_url.__api__[25],[25],dict,"{'login': 'natmokval', 'id': 91160475, 'node_id': 'MDQ6VXNlcjkxMTYwNDc1', 'avatar_url': 'https://avatars.githubusercontent.com/u/91160475?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/natmokval', 'html_url': 'https://github.com/natmokval', 'followers_url': 'https://api.github.com/users/natmokval/followers', 'following_url': 'https://api.github.com/users/natmokval/following{/other_user}', 'gists_url': 'https://api.github.com/users/natmokval/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/natmokval/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/natmokval/subscriptions', 'organizations_url': 'https://api.github.com/users/natmokval/orgs', 'repos_url': 'https://api.github.com/users/natmokval/repos', 'events_url': 'https://api.github.com/users/natmokval/events{/privacy}', 'received_events_url': 'https://api.github.com/users/natmokval/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 173}",False,,,1
contributors_url.__api__[26],[26],dict,"{'login': 'jschendel', 'id': 5332445, 'node_id': 'MDQ6VXNlcjUzMzI0NDU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/5332445?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jschendel', 'html_url': 'https://github.com/jschendel', 'followers_url': 'https://api.github.com/users/jschendel/followers', 'following_url': 'https://api.github.com/users/jschendel/following{/other_user}', 'gists_url': 'https://api.github.com/users/jschendel/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jschendel/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jschendel/subscriptions', 'organizations_url': 'https://api.github.com/users/jschendel/orgs', 'repos_url': 'https://api.github.com/users/jschendel/repos', 'events_url': 'https://api.github.com/users/jschendel/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jschendel/received_events', 'type': 'User', 'user_view_type': 'public', 'site_admin': False, 'contributions': 163}",False,,,1
